Sno,link,Author,Title,Posted,Filename,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31
78,http://www.ted.com/talks/fred_swaniker_the_leaders_who_ruined_africa_and_the_generation_who_can_fix_it/transcript,Fred Swaniker," The leaders who ruined Africa, and the generation who can fix it ", Oct 2014 ,fred_swaniker_the_leaders_who_ruined_africa_and_the_generation_who_can_fix_it.txt,,Africa,TED,Fellows,Education,Entrepreneur,Leadership,,,,,,,,,,,,,,,,,,,,,,,,
79,http://www.ted.com/talks/melissa_fleming_let_s_help_refugees_thrive_not_just_survive/transcript,Melissa Fleming," Let's help refugees thrive, not just survive ", Oct 2014 ,melissa_fleming_let_s_help_refugees_thrive_not_just_survive.txt,,Education,Global,issues,Poverty,War,,,,,,,,,,,,,,,,,,,,,,,,,
80,http://www.ted.com/talks/jorge_soto_the_future_of_early_cancer_detection/transcript,Jorge Soto, The future of early cancer detection? , Oct 2014 ,jorge_soto_the_future_of_early_cancer_detection.txt,,Biotech,Cancer,Health,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
81,http://www.ted.com/talks/glenn_greenwald_why_privacy_matters/transcript,Glenn Greenwald, Why privacy matters , Oct 2014 ,glenn_greenwald_why_privacy_matters.txt,,Internet,Surveillance,Government,Intelligence,Journalism,Privacy,,,,,,,,,,,,,,,,,,,,,,,,
82,http://www.ted.com/talks/dilip_ratha_the_hidden_force_in_global_economics_sending_money_home/transcript,Dilip Ratha, The hidden force in global economics: sending money home , Oct 2014 ,dilip_ratha_the_hidden_force_in_global_economics_sending_money_home.txt,,Business,Economics,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,http://www.ted.com/talks/pia_mancini_how_to_upgrade_democracy_for_the_internet_era/transcript,Pia Mancini, How to upgrade democracy for the Internet era , Oct 2014 ,pia_mancini_how_to_upgrade_democracy_for_the_internet_era.txt,,Government,Open-source,Politics,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
84,http://www.ted.com/talks/renata_salecl_our_unhealthy_obsession_with_choice/transcript,Renata Salecl, Our unhealthy obsession with choice , Jul 2014 ,renata_salecl_our_unhealthy_obsession_with_choice.txt,,Choice,Culture,Social,change,,,,,,,,,,,,,,,,,,,,,,,,,,
85,http://www.ted.com/talks/julian_treasure_how_to_speak_so_that_people_want_to_listen/transcript,Julian Treasure, How to speak so that people want to listen , Jun 2014 ,julian_treasure_how_to_speak_so_that_people_want_to_listen.txt,,Culture,Sound,Speech,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,http://www.ted.com/talks/stephen_burt_why_people_need_poetry/transcript,Stephen Burt, Why people need poetry , Jun 2014 ,stephen_burt_why_people_need_poetry.txt,,Culture,Language,Poetry,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,http://www.ted.com/talks/carin_bondar_the_birds_and_the_bees_are_just_the_beginning/transcript,Carin Bondar, The birds and the bees are just the beginning , Mar 2014 ,carin_bondar_the_birds_and_the_bees_are_just_the_beginning.txt,,Animals,Biology,Sex,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,http://www.ted.com/talks/toby_shapshak_you_don_t_need_an_app_for_that/transcript,Toby Shapshak, You don't need an app for that , Mar 2014 ,toby_shapshak_you_don_t_need_an_app_for_that.txt,,Africa,Innovation,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,http://www.ted.com/talks/anne_marie_slaughter_can_we_all_have_it_all/transcript,Anne-Marie Slaughter," Can we all ""have it all""? ", Mar 2014 ,anne_marie_slaughter_can_we_all_have_it_all.txt,,Gender,equality,Inequality,Men,Policy,Women,Work,Work-life,balance,,,,,,,,,,,,,,,,,,,,,
90,http://www.ted.com/talks/manu_prakash_a_50_cent_microscope_that_folds_like_origami/transcript,Manu Prakash, A 50-cent microscope that folds like origami , Mar 2014 ,manu_prakash_a_50_cent_microscope_that_folds_like_origami.txt,,TED,Fellows,Global,issues,Health,Physics,,,,,,,,,,,,,,,,,,,,,,,,
91,http://www.ted.com/talks/annette_heuser_the_3_agencies_with_the_power_to_make_or_break_economies/transcript,Annette Heuser, The 3 agencies with the power to make or break economies , Feb 2014 ,annette_heuser_the_3_agencies_with_the_power_to_make_or_break_economies.txt,,Business,Finance,Global,issues,,,,,,,,,,,,,,,,,,,,,,,,,,
92,http://www.ted.com/talks/siddharthan_chandran_can_the_damaged_brain_repair_itself/transcript,Siddharthan Chandran, Can the damaged brain repair itself? , Feb 2014 ,siddharthan_chandran_can_the_damaged_brain_repair_itself.txt,,Aging,Biotech,Brain,Cognitive,science,Disability,Future,Health,Health,care,Innovation,Medical,research,Medicine,Molecular,biology,Neuroscience,Science,Synthetic,biology,,,,,,,,,,
93,http://www.ted.com/talks/molly_stevens_a_new_way_to_grow_bone/transcript,Molly Stevens, A new way to grow bone , Feb 2014 ,molly_stevens_a_new_way_to_grow_bone.txt,,Biology,Biomechanics,Biotech,Design,Engineering,Future,Health,Health,care,Materials,Medical,research,Medicine,Molecular,biology,Science,Synthetic,biology,Technology,,,,,,,,,,,
94,http://www.ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders/transcript,Teddy Cruz, How architectural innovations migrate across borders , Feb 2014 ,teddy_cruz_how_architectural_innovations_migrate_across_borders.txt,,Architecture,Cities,Design,Infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
95,http://www.ted.com/talks/shereen_el_feki_a_little_told_tale_of_sex_and_sensuality/transcript,Shereen El Feki, A little-told tale of sex and sensuality , Jan 2014 ,shereen_el_feki_a_little_told_tale_of_sex_and_sensuality.txt,,Egypt,Middle,East,TED,Fellows,Culture,Relationships,Sex,,,,,,,,,,,,,,,,,,,,,,
96,http://www.ted.com/talks/mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper/transcript,Mark Kendall, Demo: A needle-free vaccine patch that's safer and way cheaper , Jan 2014 ,mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper.txt,,Bioethics,Vaccines,Biology,Biotech,Demo,Disease,Future,Health,Health,care,Illness,Innovation,Medical,research,Medicine,Microbiology,Nanoscale,Pharmaceuticals,Product,design,Public,health,Science,Technology,,,,,,
97,http://www.ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work/transcript,Sandra Aamodt, Why dieting doesn't usually work , Jan 2014 ,sandra_aamodt_why_dieting_doesn_t_usually_work.txt,,Health,Neuroscience,Obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,http://www.ted.com/talks/toby_eccles_invest_in_social_change/transcript,Toby Eccles, Invest in social change , Dec 2013 ,toby_eccles_invest_in_social_change.txt,,Business,Economics,Social,change,,,,,,,,,,,,,,,,,,,,,,,,,,
99,http://www.ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful/transcript,David Steindl-Rast, Want to be happy? Be grateful , Nov 2013 ,david_steindl_rast_want_to_be_happy_be_grateful.txt,,Culture,Faith,Happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,http://www.ted.com/talks/suzana_herculano_houzel_what_is_so_special_about_the_human_brain/transcript,Suzana Herculano-Houzel, What is so special about the human brain? , Nov 2013 ,suzana_herculano_houzel_what_is_so_special_about_the_human_brain.txt,,Brazil,Brain,Evolution,Neuroscience,,,,,,,,,,,,,,,,,,,,,,,,,,
101,http://www.ted.com/talks/peter_doolittle_how_your_working_memory_makes_sense_of_the_world/transcript,Peter Doolittle," How your ""working memory"" makes sense of the world ", Nov 2013 ,peter_doolittle_how_your_working_memory_makes_sense_of_the_world.txt,,Brain,Cognitive,science,Consciousness,Education,Intelligence,Memory,Mind,Neuroscience,Productivity,Psychology,Science,,,,,,,,,,,,,,,,,,
102,http://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that/transcript,Andreas Raptopoulos, No roads? There's a drone for that , Nov 2013 ,andreas_raptopoulos_no_roads_there_s_a_drone_for_that.txt,,Drones,Infrastructure,Technology,Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,
103,http://www.ted.com/talks/greg_asner_ecology_from_the_air/transcript,Greg Asner, Ecology from the air , Nov 2013 ,greg_asner_ecology_from_the_air.txt,,Africa,Animals,Biodiversity,Botany,Climate,change,Conservation,Drones,Ecology,Environment,Green,Map,Mining,Nature,Photography,Plants,Science,Technology,Trees,Visualizations,Weather,,,,,,,,,
104,http://www.ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation/transcript,Lian Pin Koh, A drone's-eye view of conservation , Nov 2013 ,lian_pin_koh_a_drone_s_eye_view_of_conservation.txt,,Animals,Drones,Global,issues,Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,
105,http://www.ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling/transcript,Jane McGonigal, Massively multi-player… thumb-wrestling? , Nov 2013 ,jane_mcgonigal_massively_multi_player_thumb_wrestling.txt,,Entertainment,Gaming,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,http://www.ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies/transcript,Dambisa Moyo, Is China the new idol for emerging economies? , Nov 2013 ,dambisa_moyo_is_china_the_new_idol_for_emerging_economies.txt,,Africa,Asia,China,Democracy,Economics,Global,issues,Infrastructure,Politics,,,,,,,,,,,,,,,,,,,,,
107,http://www.ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers/transcript,Arthur Benjamin, The magic of Fibonacci numbers , Nov 2013 ,arthur_benjamin_the_magic_of_fibonacci_numbers.txt,,Entertainment,Magic,Math,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,http://www.ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked/transcript,Grégoire Courtine, The paralyzed rat that walked , Nov 2013 ,gregoire_courtine_the_paralyzed_rat_that_walked.txt,,Animals,Biology,Biotech,Brain,Cyborg,Disability,Health,care,Innovation,Medical,research,Medicine,Neuroscience,Science,Technology,,,,,,,,,,,,,,,
109,http://www.ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home/transcript,Holly Morris, Why stay in Chernobyl? Because it's home. , Oct 2013 ,holly_morris_why_stay_in_chernobyl_because_it_s_home.txt,,Adventure,Disaster,relief,Nuclear,energy,,,,,,,,,,,,,,,,,,,,,,,,,
110,http://www.ted.com/talks/abha_dawesar_life_in_the_digital_now/transcript,Abha Dawesar," Life in the ""digital now"" ", Oct 2013 ,abha_dawesar_life_in_the_digital_now.txt,,Communication,Culture,Entertainment,Storytelling,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
111,http://www.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator/transcript,Mariana Mazzucato," Government — investor, risk-taker, innovator ", Oct 2013 ,mariana_mazzucato_government_investor_risk_taker_innovator.txt,,Business,Economics,Finance,Government,Innovation,Investment,Technology,Women,in,business,,,,,,,,,,,,,,,,,,,,
112,http://www.ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community/transcript,Xavier Vilalta, Architecture at home in its community , Oct 2013 ,xavier_vilalta_architecture_at_home_in_its_community.txt,,Africa,TED,Fellows,Architecture,Design,,,,,,,,,,,,,,,,,,,,,,,,,
113,http://www.ted.com/talks/charles_robertson_africa_s_next_boom/transcript,Charles Robertson, Africa's next boom , Oct 2013 ,charles_robertson_africa_s_next_boom.txt,,Africa,Business,Economics,Global,issues,,,,,,,,,,,,,,,,,,,,,,,,,
114,http://www.ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability/transcript,Steve Howard, Let's go all-in on selling sustainability , Oct 2013 ,steve_howard_let_s_go_all_in_on_selling_sustainability.txt,,Business,Culture,Design,Global,issues,Sustainability,,,,,,,,,,,,,,,,,,,,,,,,
115,http://www.ted.com/talks/hetain_patel_who_am_i_think_again/transcript,Hetain Patel, Who am I? Think again , Oct 2013 ,hetain_patel_who_am_i_think_again.txt,,Art,Culture,Dance,Identity,Performance,art,,,,,,,,,,,,,,,,,,,,,,,,
116,http://www.ted.com/talks/alessandro_acquisti_why_privacy_matters/transcript,Alessandro Acquisti, What will a future without secrets look like? , Oct 2013 ,alessandro_acquisti_why_privacy_matters.txt,,Business,Policy,Privacy,Social,media,Technology,,,,,,,,,,,,,,,,,,,,,,,,
117,http://www.ted.com/talks/trita_parsi_iran_and_israel_peace_is_possible/transcript,Trita Parsi, Iran and Israel: Peace is possible , Oct 2013 ,trita_parsi_iran_and_israel_peace_is_possible.txt,,Foreign,Policy,Iran,Middle,East,Global,issues,Government,Peace,Politics,,,,,,,,,,,,,,,,,,,,
118,http://www.ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life/transcript,Michael Sandel, Why we shouldn't trust markets with our civic life , Oct 2013 ,michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life.txt,,Debate,Business,Politics,Social,change,,,,,,,,,,,,,,,,,,,,,,,,,
119,http://www.ted.com/talks/michael_porter_why_business_can_be_good_at_solving_social_problems/transcript,Michael Porter, The case for letting business solve social problems , Oct 2013 ,michael_porter_why_business_can_be_good_at_solving_social_problems.txt,,Debate,Big,problems,Business,Social,change,,,,,,,,,,,,,,,,,,,,,,,,
120,http://www.ted.com/talks/fabian_oefner_psychedelic_science/transcript,Fabian Oefner, Psychedelic science , Oct 2013 ,fabian_oefner_psychedelic_science.txt,,Art,Beauty,Creativity,Demo,Film,Microbiology,Nanoscale,Photography,Physics,Science,Science,and,art,Sound,,,,,,,,,,,,,,,,
121,http://www.ted.com/talks/elizabeth_loftus_the_fiction_of_memory/transcript,Elizabeth Loftus, How reliable is your memory? , Sep 2013 ,elizabeth_loftus_the_fiction_of_memory.txt,,Bioethics,Brain,Cognitive,science,Crime,Medical,research,Memory,Mental,health,Mind,Morality,Neuroscience,Psychology,Science,Sight,,,,,,,,,,,,,,
122,http://www.ted.com/talks/benjamin_barber_why_mayors_should_rule_the_world/transcript,Benjamin Barber, Why mayors should rule the world , Sep 2013 ,benjamin_barber_why_mayors_should_rule_the_world.txt,,Cities,Global,issues,Politics,,,,,,,,,,,,,,,,,,,,,,,,,,
123,http://www.ted.com/talks/andras_forgacs_leather_and_meat_without_killing_animals/transcript,Andras Forgacs, Leather and meat without killing animals , Sep 2013 ,andras_forgacs_leather_and_meat_without_killing_animals.txt,,Activism,Agriculture,Animals,Conservation,Environment,Fashion,Food,Future,Global,issues,Innovation,Materials,Medical,research,Molecular,biology,Science,Social,change,Sustainability,Synthetic,biology,,,,,,,,
124,http://www.ted.com/talks/marla_spivak_why_bees_are_disappearing/transcript,Marla Spivak, Why bees are disappearing , Sep 2013 ,marla_spivak_why_bees_are_disappearing.txt,,Agriculture,Animals,Bees,Big,problems,Biodiversity,Botany,Climate,change,Conservation,Ecology,Environment,Food,Garden,Green,History,Insects,Plants,Pollution,Science,Sustainability,,,,,,,,,
125,http://www.ted.com/talks/apollo_robbins_the_art_of_misdirection/transcript,Apollo Robbins, The art of misdirection , Sep 2013 ,apollo_robbins_the_art_of_misdirection.txt,,Crime,Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,http://www.ted.com/talks/sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria/transcript,Sonia Shah, 3 reasons we still haven’t gotten rid of malaria , Sep 2013 ,sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria.txt,,Big,problems,Disease,Global,issues,History,Insects,,,,,,,,,,,,,,,,,,,,,,,
127,http://www.ted.com/talks/george_monbiot_for_more_wonder_rewild_the_world/transcript,George Monbiot," For more wonder, rewild the world ", Sep 2013 ,george_monbiot_for_more_wonder_rewild_the_world.txt,,Activism,Animals,Biodiversity,Climate,change,Community,Conservation,Deextinction,Ecology,Environment,Oceans,Science,Sustainability,,,,,,,,,,,,,,,,,
128,http://www.ted.com/talks/alexa_meade/transcript,Alexa Meade, Your body is my canvas , Sep 2013 ,alexa_meade.txt,,Art,Creativity,Design,Painting,Photography,,,,,,,,,,,,,,,,,,,,,,,,,
129,http://www.ted.com/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich/transcript,Chrystia Freeland, The rise of the new global super-rich , Sep 2013 ,chrystia_freeland_the_rise_of_the_new_global_super_rich.txt,,Business,Economics,Global,issues,Inequality,Money,,,,,,,,,,,,,,,,,,,,,,,,
130,http://www.ted.com/talks/kelly_mcgonigal_how_to_make_stress_your_friend/transcript,Kelly McGonigal, How to make stress your friend , Sep 2013 ,kelly_mcgonigal_how_to_make_stress_your_friend.txt,,Body,language,Health,Psychology,,,,,,,,,,,,,,,,,,,,,,,,,,
131,http://www.ted.com/talks/may_el_khalil_making_peace_is_a_marathon/transcript,May El-Khalil, Making peace is a marathon , Aug 2013 ,may_el_khalil_making_peace_is_a_marathon.txt,,Culture,Global,issues,Sports,Violence,War,,,,,,,,,,,,,,,,,,,,,,,,
132,http://www.ted.com/talks/russell_foster_why_do_we_sleep/transcript,Russell Foster, Why do we sleep? , Aug 2013 ,russell_foster_why_do_we_sleep.txt,,Biology,Brain,Cognitive,science,Consciousness,Health,Memory,Mental,health,Mind,Neuroscience,Science,,,,,,,,,,,,,,,,,,
133,http://www.ted.com/talks/bastian_schaefer_a_3d_printed_jumbo_jet/transcript,Bastian Schaefer, A 3D-printed jumbo jet? , Jul 2013 ,bastian_schaefer_a_3d_printed_jumbo_jet.txt,,Design,Flight,Industrial,design,Manufacturing,Transportation,,,,,,,,,,,,,,,,,,,,,,,,
134,http://www.ted.com/talks/paul_kemp_robertson_bitcoin_sweat_tide_meet_the_future_of_branded_currency/transcript,Paul Kemp-Robertson, Bitcoin. Sweat. Tide. Meet the future of branded currency. , Jul 2013 ,paul_kemp_robertson_bitcoin_sweat_tide_meet_the_future_of_branded_currency.txt,,Advertising,Business,Marketing,Money,Trust,,,,,,,,,,,,,,,,,,,,,,,,,
135,http://www.ted.com/talks/roberto_d_angelo_francesca_fedeli_in_our_baby_s_illness_a_life_lesson/transcript,Roberto D'Angelo + Francesca Fedeli," In our baby's illness, a life lesson ", Jul 2013 ,roberto_d_angelo_francesca_fedeli_in_our_baby_s_illness_a_life_lesson.txt,,Children,Health,care,Parenting,,,,,,,,,,,,,,,,,,,,,,,,,,
136,http://www.ted.com/talks/pico_iyer_where_is_home/transcript,Pico Iyer, Where is home? , Jul 2013 ,pico_iyer_where_is_home.txt,,Culture,Happiness,Travel,World,cultures,Writing,,,,,,,,,,,,,,,,,,,,,,,,
137,http://www.ted.com/talks/gavin_pretor_pinney_cloudy_with_a_chance_of_joy/transcript,Gavin Pretor-Pinney, Cloudy with a chance of joy , Jul 2013 ,gavin_pretor_pinney_cloudy_with_a_chance_of_joy.txt,,Beauty,Nature,Photography,Weather,,,,,,,,,,,,,,,,,,,,,,,,,,
138,http://www.ted.com/talks/bernie_krause_the_voice_of_the_natural_world/transcript,Bernie Krause, The voice of the natural world , Jul 2013 ,bernie_krause_the_voice_of_the_natural_world.txt,,Animals,Nature,Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,http://www.ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players/transcript,Charmian Gooch, Meet global corruption's hidden players , Jul 2013 ,charmian_gooch_meet_global_corruption_s_hidden_players.txt,,Business,Corruption,Energy,Global,issues,,,,,,,,,,,,,,,,,,,,,,,,,
140,http://www.ted.com/talks/eric_x_li_a_tale_of_two_political_systems/transcript,Eric X. Li, A tale of two political systems , Jul 2013 ,eric_x_li_a_tale_of_two_political_systems.txt,,Asia,Business,China,Democracy,Global,issues,Politics,,,,,,,,,,,,,,,,,,,,,,,
141,http://www.ted.com/talks/lesley_hazleton_the_doubt_essential_to_faith/transcript,Lesley Hazleton, The doubt essential to faith , Jun 2013 ,lesley_hazleton_the_doubt_essential_to_faith.txt,,Islam,Culture,Faith,Global,issues,Peace,Religion,,,,,,,,,,,,,,,,,,,,,,,
142,http://www.ted.com/talks/joseph_kim_the_family_i_lost_in_north_korea_and_the_family_i_gained/transcript,Joseph Kim, The family I lost in North Korea. And the family I gained. , Jun 2013 ,joseph_kim_the_family_i_lost_in_north_korea_and_the_family_i_gained.txt,,Family,Global,issues,Politics,,,,,,,,,,,,,,,,,,,,,,,,,,
143,http://www.ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa/transcript,Juliana Rotich," Meet BRCK, Internet access built for Africa ", Jun 2013 ,juliana_rotich_meet_brck_internet_access_built_for_africa.txt,,Africa,TED,Fellows,Business,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
144,http://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis/transcript,Didier Sornette, How we can predict the next financial crisis , Jun 2013 ,didier_sornette_how_we_can_predict_the_next_financial_crisis.txt,,Business,Economics,Global,issues,Prediction,,,,,,,,,,,,,,,,,,,,,,,,,
145,http://www.ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive/transcript,Manal al-Sharif, A Saudi woman who dared to drive , Jun 2013 ,manal_al_sharif_a_saudi_woman_who_dared_to_drive.txt,,Islam,Middle,East,Cars,Culture,Feminism,Global,issues,Women,,,,,,,,,,,,,,,,,,,,,
146,http://www.ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot/transcript,Daniel Suarez, The kill decision shouldn't belong to a robot , Jun 2013 ,daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot.txt,,Drones,Entertainment,Robots,Technology,War,Writing,,,,,,,,,,,,,,,,,,,,,,,,
147,http://www.ted.com/talks/george_papandreou_imagine_a_european_democracy_without_borders/transcript,George Papandreou, Imagine a European democracy without borders , Jun 2013 ,george_papandreou_imagine_a_european_democracy_without_borders.txt,,Europe,Democracy,Economics,Global,issues,Politics,,,,,,,,,,,,,,,,,,,,,,,,
148,http://www.ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters/transcript,Raffaello D'Andrea, The astounding athletic power of quadcopters , Jun 2013 ,raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters.txt,,Drones,Robots,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,http://www.ted.com/talks/laura_snyder_the_philosophical_breakfast_club/transcript,Laura Snyder, The Philosophical Breakfast Club , Apr 2013 ,laura_snyder_the_philosophical_breakfast_club.txt,,Activism,Computers,Culture,History,Innovation,Math,Philosophy,Physics,Science,Science,and,art,Storytelling,Technology,,,,,,,,,,,,,,,,
150,http://www.ted.com/talks/catarina_mota_play_with_smart_materials/transcript,Catarina Mota, Play with smart materials , Mar 2013 ,catarina_mota_play_with_smart_materials.txt,,TED,Fellows,Creativity,Design,Manufacturing,Technology,,,,,,,,,,,,,,,,,,,,,,,,
151,http://www.ted.com/talks/andreas_schleicher_use_data_to_build_better_schools/transcript,Andreas Schleicher, Use data to build better schools , Feb 2013 ,andreas_schleicher_use_data_to_build_better_schools.txt,,Data,Education,Global,issues,Inequality,Teaching,,,,,,,,,,,,,,,,,,,,,,,,
152,http://www.ted.com/talks/keith_chen_could_your_language_affect_your_ability_to_save_money/transcript,Keith Chen, Could your language affect your ability to save money? , Feb 2013 ,keith_chen_could_your_language_affect_your_ability_to_save_money.txt,,Behavioral,economics,Business,Data,Economics,Language,,,,,,,,,,,,,,,,,,,,,,,,
153,http://www.ted.com/talks/lee_cronin_print_your_own_medicine/transcript,Lee Cronin, Print your own medicine , Feb 2013 ,lee_cronin_print_your_own_medicine.txt,,Biology,Biotech,Chemistry,Engineering,Future,Health,care,Innovation,Invention,Manufacturing,Medical,research,Medicine,Molecular,biology,Pharmaceuticals,Product,design,Science,Software,Synthetic,biology,Technology,,,,,,,
154,http://www.ted.com/talks/ellen_jorgensen_biohacking_you_can_do_it_too/transcript,Ellen Jorgensen," Biohacking — you can do it, too ", Jan 2013 ,ellen_jorgensen_biohacking_you_can_do_it_too.txt,,Bioethics,DNA,Art,Biology,Biotech,Code,Collaboration,Community,Crowdsourcing,Engineering,Entrepreneur,Future,Genetics,Innovation,Invention,Journalism,Media,Microbiology,Molecular,biology,Open-source,Science,Science,and,art,Synthetic,biology,Technology,,
155,http://www.ted.com/talks/robin_chase_excuse_me_may_i_rent_your_car/transcript,Robin Chase," Excuse me, may I rent your car? ", Dec 2012 ,robin_chase_excuse_me_may_i_rent_your_car.txt,,Business,Collaboration,Consumerism,Transportation,Women,in,business,,,,,,,,,,,,,,,,,,,,,,,
156,http://www.ted.com/talks/nina_tandon_could_tissue_engineering_mean_personalized_medicine/transcript,Nina Tandon, Could tissue engineering mean personalized medicine? , Dec 2012 ,nina_tandon_could_tissue_engineering_mean_personalized_medicine.txt,,TED,Fellows,Biology,Biotech,Cancer,Disease,Engineering,Health,Health,care,Illness,Innovation,Medical,research,Medicine,Molecular,biology,Pharmaceuticals,Physiology,Science,Synthetic,biology,Technology,,,,,,,
157,http://www.ted.com/talks/paolo_cardini_forget_multitasking_try_monotasking/transcript,Paolo Cardini," Forget multitasking, try monotasking ", Nov 2012 ,paolo_cardini_forget_multitasking_try_monotasking.txt,,Culture,Design,Humor,Product,design,Technology,,,,,,,,,,,,,,,,,,,,,,,,
158,http://www.ted.com/talks/candy_chang_before_i_die_i_want_to/transcript,Candy Chang, Before I die I want to ... , Nov 2012 ,candy_chang_before_i_die_i_want_to.txt,,TED,Fellows,Art,Cities,Community,Death,Public,spaces,,,,,,,,,,,,,,,,,,,,,,
159,http://www.ted.com/talks/david_binder_the_arts_festival_revolution/transcript,David Binder, The arts festival revolution , Nov 2012 ,david_binder_the_arts_festival_revolution.txt,,Community,Performance,art,Theater,,,,,,,,,,,,,,,,,,,,,,,,,,
160,http://www.ted.com/talks/sanjay_pradhan_how_open_data_is_changing_international_aid/transcript,Sanjay Pradhan, How open data is changing international aid , Oct 2012 ,sanjay_pradhan_how_open_data_is_changing_international_aid.txt,,Data,Economics,Global,development,Global,issues,Open-source,,,,,,,,,,,,,,,,,,,,,,,
161,http://www.ted.com/talks/pankaj_ghemawat_actually_the_world_isn_t_flat/transcript,Pankaj Ghemawat," Actually, the world isn't flat ", Oct 2012 ,pankaj_ghemawat_actually_the_world_isn_t_flat.txt,,Business,Economics,Global,issues,Social,change,Social,media,,,,,,,,,,,,,,,,,,,,,,
162,http://www.ted.com/talks/ryan_merkley_online_video_annotated_remixed_and_popped/transcript,Ryan Merkley," Online video — annotated, remixed and popped ", Oct 2012 ,ryan_merkley_online_video_annotated_remixed_and_popped.txt,,Internet,Computers,Interface,design,Online,video,Software,Technology,Web,,,,,,,,,,,,,,,,,,,,,
163,http://www.ted.com/talks/heather_brooke_my_battle_to_expose_government_corruption/transcript,Heather Brooke, My battle to expose government corruption , Oct 2012 ,heather_brooke_my_battle_to_expose_government_corruption.txt,,Corruption,Culture,Democracy,Journalism,News,Politics,,,,,,,,,,,,,,,,,,,,,,,,
164,http://www.ted.com/talks/beau_lotto_amy_o_toole_science_is_for_everyone_kids_included/transcript,Beau Lotto + Amy O'Toole," Science is for everyone, kids included ", Oct 2012 ,beau_lotto_amy_o_toole_science_is_for_everyone_kids_included.txt,,Bees,Biology,Brain,Children,Cognitive,science,Collaboration,Curiosity,Decision-making,Insects,Intelligence,Memory,Mind,Neuroscience,Science,Youth,,,,,,,,,,,,,,
165,http://www.ted.com/talks/john_wilbanks_let_s_pool_our_medical_data/transcript,John Wilbanks, Let's pool our medical data , Oct 2012 ,john_wilbanks_let_s_pool_our_medical_data.txt,,Health,Health,care,Medical,research,Open-source,,,,,,,,,,,,,,,,,,,,,,,,
